Sr. No.,News Items,Label
3274,"سیفٹی ڈیٹیکٹیو سائبرسیکیوریٹی ٹیم، جس کی سربراہی سربراہ محقق انوراگ سین کر رہے تھے، نے مخصوص بندرگاہوں پر معمول کے آئی پی ایڈریس کی جانچ کے دوران لچکدار سرور کی کمزوری کو دریافت کیا۔ اس مثال میں، ہماری ٹیم نے دریافت کیا کہ کراچی کی کمپنی بائیکا نے بے نقاب کیا ہے۔",TRUE
3275,پریس سیکرٹری جین ساکی نے ایک امریکی صحافی کا سر قلم کرنے کے ملزم کو رہا کرنے کے پاکستانی عدالت کے فیصلے پر خطاب کیا۔,TRUE
3276,"ایک لمحہ ہے جسے میں کبھی نہیں بھولوں گا۔ میری والدہ ہمارے گھر میں ایک کلاس پڑھا رہی تھیں، اور میرے والد نے انہیں طلباء کے سامنے مارا۔ یہ ذلت آمیز تھا۔ وہ ہمارے شہر کی ایک معزز ٹیچر تھیں۔",TRUE
3277,دنیا کی قدیم ترین سیاسی جماعت نے نسلی تنوع کو اپنانے کا اچھا کام کیا ہے۔,TRUE
3278,"پاکستانی صحافیوں نے 16 جولائی 2019 کو کراچی، پاکستان میں بے تحاشا سنسرشپ کی مذمت کرنے کے لیے ملک گیر احتجاجی مظاہرے کیے، اور ایک بینر پکڑا ہوا ہے جس پر لکھا ہے: ""یوم سیاہ""۔",TRUE
3279,"چپاتی (بے خمیری روٹی) شمالی ہندوستان اور پڑوسی ممالک میں ایک اہم غذا ہے لیکن اس کے پروسیسنگ کے معیار کے پیچھے جینیات کو اچھی طرح سے سمجھا نہیں گیا ہے۔ چپاتی کے معیار کا تعین کرنے والے جین کو سمجھنے کے لیے، مختلف انداز میں ظاہر کیے گئے جینز کو منتخب کیا گیا۔",TRUE
3280,پاکستان کی عدالت نے جمعرات کو ملک کے اخبارات کے سب سے بڑے آزاد گروپ کے مالک اور ایڈیٹر انچیف پر فرد جرم عائد کردی۔,TRUE
3281,ویڈیو میں پاکستان انٹرنیشنل ایئرلائنز کے پائلٹوں کو یہ معلوم کرنے کی کوشش کرتے ہوئے سنا جا سکتا ہے کہ ان کے طیارے کے اوپر چلنے والی نامعلوم اڑن چیز کیا ہے۔,TRUE
3282,اسلام آباد میں پارلیمنٹ ہاؤس میں ہونے والے سینیٹ کی خارجہ امور کی کمیٹی کے اجلاس میں بھارت کے غیر قانونی طور پر مقبوضہ جموں و کشمیر (IIOJK) کے دلیر لوگوں کے ساتھ جبر کے خلاف ان کی بہادرانہ مزاحمت پر بھرپور یکجہتی کا اظہار کیا گیا۔,TRUE
3283,"راجستھان کے ضلع باڑمیر کے رہنے والے گیمرا رام میگھوال گزشتہ نومبر میں غلطی سے پاکستان چلے گئے تھے۔ اب، میگھوال کے والدین کو خدشہ ہے کہ اسے پاکستانی حکام کی جانب سے غیر انسانی تشدد کا نشانہ بنایا جا سکتا ہے۔",TRUE
3284,انڈیا ٹوڈے نے ایک کسان کی موت کی غلط رپورٹنگ کرنے پر اینکر راجدیپ سردیسائی کو آف ایئر کر دیا ہے اور ان کی تنخواہ بند کر دی ہے۔ اب اسے اپنے اسٹوڈیوز میں موجود دیگر جواہرات پر ان معیارات کا اطلاق کرنا ہوگا۔,TRUE
3285,جمعہ کو ہونے والی 'بیٹنگ ریٹریٹ' تقریب میں ایک خاص نئی کمپوزیشن 'سورنم وجے' پیش کی جائے گی۔,TRUE
3286,آئی سی سی نے پاکستانی کرکٹر حسن علی کو سوشل میڈیا پر ٹرول کرنے کے بعد ٹوئٹر پر بھی سکون سے  نہیں رہنئے دیا۔,TRUE
3287,"ایلی للی دنیا بھر میں چھ گنا سے زیادہ بچوں کی مدد کے لیے ایک طویل عرصے سے ٹائپ 1 ذیابیطس شراکت کی تجدید اور توسیع کر رہی ہے۔ لائف فار اے چائلڈ کے ساتھ کام کرتے ہوئے، للی مفت ادویات اور آلات سمیت دیکھ بھال کو بڑھانے کا ارادہ رکھتی ہے۔",TRUE
3288,ایک جرمن تھنک ٹینک جو ماحولیاتی امور کا مطالعہ کرتا ہے اپنی تازہ ترین رپورٹ میں پاکستان کو موسمیاتی تبدیلیوں کے حوالے سے آٹھویں سب سے زیادہ کمزور ملک کے طور پر درج کیا گیا ہے۔ پاکستان کو 173 انتہائی شدید موسمی واقعات کا سامنا کرنا پڑا اور اسے کلائم کی وجہ سے 3.8 بلین ڈالر کا تخمینہ نقصان اٹھانا پڑا۔,TRUE
3289,"چین، جو کہ اقوام متحدہ کی سلامتی کونسل کا مستقل رکن بننے کے لیے ہندوستان کی کوششوں کو روک رہا ہے، نے ایک ایسا پیکیج تیار کرنے پر زور دیا ہے جو اقوام متحدہ کے تمام اراکین کے لیے قابل قبول ہو تاکہ اعلیٰ سطح پر اصلاحات کی جائیں۔",TRUE
3290,ریلوے کا ای ٹکٹنگ اور الیکٹرانک فنانشل اینڈ ہیومن ریسورس سسٹم منگل کو ڈاﺅن ہوگیا اور ڈیٹا ضائع ہونے کے خدشے کے پیش نظر 60 آن لائن بکنگ دفاتر 44 گھنٹوں کے لیے مرکزی سرور سے منقطع ہیں۔,TRUE
3291,پاکستان پولیس ایک نوجوان لڑکے کے والدین کو تلاش کرنے کی کوشش کر رہی ہے جسے ایک مصروف سڑک پر SUV چلاتے ہوئے فلمایا گیا تھا۔ یہ واقعہ مبینہ طور پر پاکستان کے شہر ملتان میں پیش آیا اور نوجوان بچے کو کالے رنگ کی ٹویوٹا لینڈ کروزر V8 کے پہیے کے پیچھے کھڑا دیکھا گیا۔,TRUE
3292,پائلٹ نے پاکستان کے صوبہ پنجاب کے شہر رحیم یار خان کے قریب یو ایف او کو لاہور سے کراچی کے لیے معمول کی پرواز کے دوران دیکھا۔,TRUE
3293,"کمپنی کی جانب سے بھیجے گئے ایک خط کے مطابق، اگر جنوبی ایشیائی قوم 1.2 بلین ڈالر کے ٹیکس تنازعہ میں ثالثی کے فیصلے کا احترام کرنے سے انکار کرتی ہے تو کیرن انرجی پی ایل سی حکام کو بھارتی اثاثوں کو ضبط کرنے کے لیے دباؤ ڈالے گی۔",TRUE
3294,"تین سابقہ ​​انتظامیہ، جارج ڈبلیو بش، باراک اوباما اور ڈونلڈ ٹرمپ نے عوامی طور پر کہا تھا کہ امریکہ اقوام متحدہ کی سلامتی کونسل کا مستقل رکن بننے کے لیے ہندوستان کی کوشش کی حمایت کرتا ہے۔",TRUE
3295,"لیکن ایک آدھا نقطہ نظر بھی ہے، جو بدتمیزی اور سازش سے بھرا ہوا ہے، جو اس وقت بھی سامنے آیا ہے جب نئے قوانین کی خوبیوں پر بات ہو رہی ہے۔ یہ منظر سوشل میڈیا پر چھپا رہتا ہے اور بڑھتا ہی چلا جاتا ہے۔",TRUE
3296,"بیٹنگ ریٹریٹ کی تقریب، چار روزہ یوم جمہوریہ کی تقریبات کے پردے کو نیچے لاتے ہوئے، بینڈ پہلی بار ایک خصوصی نئی کمپوزیشن سوارنم وجے کو پیش کرتے ہوئے دیکھیں گے۔ سوارنم وجے کو یادگار بنانے کے لیے بنایا گیا تھا۔",TRUE
3297,"اس سال کی بیٹنگ ریٹریٹ تقریب میں کل 60 بگلرز، 17 ٹرمپیٹر اور 60 ڈرمر حصہ لیں گے جو کہ آرمی، نیوی اور انڈین ایئر فورس (IAF) کے بینڈز کے ساتھ ساتھ سینٹرل آرمڈ پولیس کے بینڈ کی بڑے پیمانے پر تشکیل کے ساتھ پرفارم کریں گے۔",TRUE
3298,"پاکستان بھر میں گزشتہ 24 گھنٹوں کے دوران مزید 64 کووِڈ مریض جان کی بازی ہار گئے اور 1,910 مزید انفیکشن ریکارڈ کیے گئے۔ 27 جنوری کو سب سے زیادہ اموات سندھ میں ہوئیں جس کے بعد پنجاب کا نمبر آتا ہے۔ صوبہ سندھ میں 32 اموات ہوئیں۔",TRUE
3299,"سی ایم نے کہا کہ مرکز کو کسی سیاسی پارٹی یا قوم کے ملوث ہونے کی بھی جانچ کرنی چاہئے۔ تاہم، انہوں نے مزید کہا کہ کسی بھی فارم لیڈر کو پولیس کے ذریعہ غیر ضروری طور پر نشانہ یا ہراساں نہیں کیا جانا چاہئے۔",TRUE
3300,برطانوی حکومت نے موسمیاتی تبدیلیوں سے نمٹنے کے لیے دس بلین ٹری سونامی جنگلات کے منصوبے کو کامیابی سے شروع کرنے اور اس پر عمل درآمد کرنے میں پاکستان کی کوششوں کو سراہا ہے,TRUE
3301,"پاکستان کے صوبہ سندھ میں جاری منصوبے کے ایک حصے کے طور پر، غذائی قلت کے خاتمے میں مدد کے لیے مورنگا نامی منفرد غذائیت سے بھرپور اور خشک سالی سے بچنے والے درخت کو مقامی خوراک میں شامل کرنے کی کوششیں جاری ہیں۔",TRUE
3302,"جمعرات کو خیبرپختونخوا میں وادی سوات اور ملحقہ علاقوں میں 4.4 شدت کے زلزلے کے جھٹکے محسوس کیے گئے۔ نیشنل سیسمک مانیٹرنگ سینٹر کے مطابق، اس کا مرکز ہندوکش پہاڑی سلسلے میں تھا۔ وادی میں کسی جانی یا مالی نقصان کی اطلاع نہیں ملی",TRUE
3303,"پارلیمنٹ کا اہم بجٹ اجلاس طوفانی آغاز کے لیے تیار ہے جس کے خلاف 18 اپوزیشن جماعتوں نے جمعہ کو دونوں ایوانوں کے مشترکہ اجلاس سے صدر کے خطاب کا بائیکاٹ کرنے کے اپنے فیصلے کا اعلان کیا، کسانوں کے خلاف احتجاج کر رہے ہیں۔",TRUE
3304,جموں و کشمیر کی آئین ساز اسمبلی کے آخری زندہ بچ جانے والے رکن 93 سالہ کرشن دیو سیٹھی کا جمعرات کو اپنی رہائش گاہ پر انتقال ہو گیا۔,TRUE
3305,سیاحت کے شعبے کے بازو میں ایک بڑا شاٹ جس کو بھاری آمدنی اور ملازمت کے نقصانات کا سامنا ہے۔,TRUE
3306,بجٹ پیر کو پیش کیا جائے گا۔ مرکز سے توقع ہے کہ مالیاتی محرک دینے کے لیے وسیع خسارے کا سبب بنے گا۔,TRUE
3307,"مرکزی حکومت ٹوئٹر، فیس بک ہینڈل سمیت مختلف پلیٹ فارمز کے ذریعے ایوین کے بارے میں بیداری پیدا کرنے کی مسلسل کوششیں کر رہی ہے۔",TRUE
3308,"سورج پٹیل کی 2020 مہم کی ویب سائٹ پر تین اشتہارات تھے: ایک انگریزی میں، ایک ہسپانوی اور ایک گجراتی میں۔ نیو یارک سٹی ڈسٹرکٹ میں جہاں پٹیل چلا رہے تھے وہاں کے لوگوں کا صرف ایک چھوٹا سا حصہ گجراتی بولتا ہے۔",TRUE
3309,"سائنس دان اس خیال کو فروغ دے رہے ہیں کہ بھنگ میں پائے جانے والے مرکبات درد سے نجات کے لیے بہت موثر ہیں اور اس شعبے میں تحقیق کو ایک تحریک دی جانی چاہیے۔ بھنگ، کوکا، اور افیون کسی بھی عام کاشت، استعمال، یا قبضے کے لیے ممنوع ہیں۔",TRUE
3310,16 اپوزیشن جماعتوں کے ارکان پارلیمنٹ (ایم پیز) نے بجٹ اجلاس کے پہلے دن جمعہ کو پارلیمنٹ کے دونوں ایوانوں میں صدر کے خطاب کا بائیکاٹ کرنے کا اعلان کیا ہے۔ یہ فیصلہ اظہار یکجہتی کے لیے کیا گیا۔,TRUE
3311,"جموں و کشمیر بینک، ایک نیم سرکاری بینک نے کنٹریکٹ کی بنیاد پر چیف فنانشل آفیسر-سی ایف او کے عہدے کے لیے بھرتی کا نوٹیفکیشن شائع کیا ہے۔ اہل اور دلچسپی رکھنے والے جے کے بینک بھرتی 2021 کے لیے 15 فروری 2021 کو یا اس سے پہلے درخواست دے سکتے ہیں۔",TRUE
3312,جموں و کشمیر کے ڈگری کالجوں میں یکم فروری سے دوبارہ کلاسز شروع ہو جائیں گی۔ جموں کے سمر زونز کے کالجوں کے لیے موسم سرما کی تعطیلات 31 جنوری کو ختم ہوں گی جبکہ کشمیر اور جموں کے سرمائی زون کے ڈگری کالجوں کے لیے موسم سرما کی تعطیلات 14 فروری کو ہو گی۔,TRUE
3313,"اپنے خطاب میں نقوی نے کہا کہ مودی حکومت نے ملک بھر میں وقف املاک پر سماجی، اقتصادی اور تعلیمی سرگرمیوں اور ہنر مندی کے ترقیاتی منصوبوں کے لیے بڑے پیمانے پر بنیادی ڈھانچہ تعمیر کیا ہے۔",TRUE
3314,"جموں و کشمیر کی سرکاری زبانوں سے متعلق بل، جس میں پنجابی کا ذکر نہیں، پارلیمنٹ میں پاس ہونے کے چار ماہ بعد، وزیر اعلیٰ امریندر سنگھ نے وزیر اعظم نریندر مودی سے مداخلت کی درخواست کی ہے۔",TRUE
3315,کانگریس کے سینئر لیڈر غلام نبی آزاد نے جمعرات کو کہا کہ کل 16 اپوزیشن جماعتوں نے نئے فارم قوانین کے خلاف احتجاج کرنے والے کسانوں کے ساتھ اظہار یکجہتی کے لیے صدر کے خطاب کے بائیکاٹ کا اعلان کیا ہے۔,TRUE
3316,"وزیر خارجہ کا کہنا ہے کہ 'باہمی احترام، باہمی حساسیت اور باہمی مفادات' کو تسلیم کرنا تعلقات کی بحالی کی کلید ہے۔",TRUE
3317,کرشن دیو سیٹھی 1951-57 تک آئین ساز اسمبلی کے ممبران میں سے ایک تھے اور انہوں نے سابق ریاست کے اس وقت کے وزیر اعظم شیخ عبداللہ کو بنانے میں کلیدی کردار ادا کیا تھا۔,TRUE
3318,"میرپور میں پیدا ہوئے، جو اب پاکستانی مقبوضہ کشمیر میں ہے، انہوں نے نوشہرہ اسمبلی کے حلقے کی نمائندگی کی۔",TRUE
3319,"کراچی میٹروپولیٹن کارپوریشن نے گجر نالے کے ساتھ غیر قانونی تعمیرات کی نشان دہی شروع کردی۔ KMC کے سینئر ڈائریکٹر بشیر صدیقی کے مطابق، اس نے اب تک طوفانی پانی کے نالے کے دونوں طرف تقریباً 1,100 مکانات کو نشان زد کیا ہے۔",TRUE
3320,"اچانک ہمارے گھر سے سائنس اور ادب کی کتابیں غائب ہو گئیں۔ ان کی جگہ اسلامی کتابوں نے لے لی، یہ سب مردوں نے لکھی تھیں۔ قوانین کو سخت کر دیا گیا۔ ہمارا ڈریس کوڈ بہت سخت ہو گیا۔",TRUE
3321,ہجوم نے کانسٹیبل بھوانی سنگھ کی ایم پی-5 گن چھیننے کی کوشش کی۔ تاہم وہ بندوق بچانے میں کامیاب رہے لیکن وہ میگزین نہیں بچا سکے جس میں 20 لائیو راؤنڈ تھے,TRUE
3322,پنجاب پولیس نے یونیورسٹی آف سنٹرل پنجاب (یو سی پی) کے طلباء کے خلاف ایک روز پہلے لاٹھی چارج اور حراست میں لیے جانے کے بعد فرسٹ انفارمیشن رپورٹ (ایف آئی آر) درج کی۔ طلباء یونیورسٹی کے کیمپس میں انعقاد کے فیصلے کے خلاف مظاہرہ کر رہے تھے۔,TRUE
3323,وزیراعظم عمران خان نے قومی اور صوبائی اسمبلیوں کی ترقی کے لیے ہر رکن کو 50 کروڑ روپے دینے کی منظوری دے دی۔,TRUE
3324,پولیس کو اس موسم گرما میں ایک منظم تنہائی اور قرنطینہ سہولیات میں اصول توڑنے والے واپس آنے والوں کو تقریبا 50 انتباہات جاری کرنا پڑی ہیں -,TRUE
3325,"خلاصہ: منظور احمد پشتین پاکستان میں انسانی حقوق کے کارکن ہیں، جو پشتون نسلی گروہ کے ساتھ غیر منصفانہ سلوک کی طرف توجہ دلاتے ہیں، جس کے وہ ایک رکن ہیں۔ 2018 میں، اس کے کچھ دن بعد جب انہوں نے موچی گیٹ کے سامنے پشتون عوام کی حمایت میں ایک ریلی کی قیادت کی۔",TRUE
3326,"مسٹر کی قیادت میں ایک اعلیٰ سطحی کویتی وفد۔ علی سلیمان السعید، معاون وزیر خارجہ، نے جمعرات کو اسلام آباد میں وزارت اقتصادی امور کا دورہ کیا۔ پاکستان اور کویت نے اقتصادی، تجارتی، تیل اور گیس کے شعبوں میں تعاون بڑھانے کے عزم کا اظہار کیا ہے۔",TRUE
3327,42 سالہ فدا محمد کو افغانستان کے شہر گردیز میں پوائنٹ بلینک رینج پر کئی گولیاں ماری گئیں۔ وہ گزشتہ ہفتے گولی مار کر ہلاک ہونے والے دوسرے مترجم اور اس سال تیسرے مترجم ہیں۔,TRUE
3328,"پاکستان کے ساتھ بھارت کی ہتھیاروں کی دوڑ بلا روک ٹوک جاری رہے گی۔ستم ظریفی یہ ہے کہ ہندوستان گھریلو ہتھیاروں، جیسے کہ ہوائی جہاز اور ٹینک تیار کرنے کے لیے بدنام ہے، جنہیں تیار ہونے میں توقع سے زیادہ وقت لگتا ہے۔",TRUE
3329,جمعہ کے روز عملی طور پر منعقد ہونے والے ایک بین الاقوامی کاروباری کنونشن میں بنگلہ دیش کی تجارتی تنظیم کے ایک اعلیٰ رہنما نے کہا کہ بنگلہ دیش کے لیے ویزوں میں نرمی کی وجہ سے 2021 میں بنگلہ دیش اور پاکستان کے درمیان دو طرفہ تجارت کو آگے بڑھایا جائے گا۔,TRUE
3330,"اتوار کی امیونائزیشن مہم کے لیے 32,908 بوتھ قائم کیے گئے ہیں۔",TRUE
3331,علی گڑھ مسلم یونیورسٹی (اے ایم یو) کے طالب علم رہنما عارف تیاگی کے خلاف 2018 سے 2020 کے درمیان سول لائنز پولیس اسٹیشن میں آئی پی سی کی دفعہ 153 اے (دو گروپوں کے درمیان دشمنی کو فروغ دینے) سمیت کئی الزامات کے تحت چھ مقدمات درج کیے گئے تھے۔,TRUE
3332,پاکستانی وزیر اعظم نے اپنے اتحادی چین کی جانب سے اسلامی اقلیتوں پر مظالم پر کچھ نہیں کہا۔,TRUE
3333,پاکستان تحریک انصاف نے مارچ میں ہونے والے سینیٹ انتخابات کے لیے اپنے امیدواروں کا اعلان نہیں کیا تاہم پارٹی کے کئی رہنما سینیٹ کے ٹکٹ کے لیے کوشاں ہیں۔ انتخابات قریب آنے پر پی ٹی آئی کو یقین ہے کہ وہ ایک آرام دہ جگہ پر ہیں۔,TRUE
3334,پانچ بیٹوں اور تین بیٹیوں کے باپ کو تین سال تک حیدرآباد میں پاکستانی فوجی مرکز میں رکھا گیا تھا اس سے پہلے کہ ایک عدالت نے اسے جاسوسی کا مجرم ٹھہرایا اور 2011 میں اسے پانچ سال قید کی سزا سنائی۔,TRUE
3335,جموں و کشمیر پولیس نے جمعہ کو پلوامہ کے اونتی پورہ علاقے میں ایک انکاؤنٹر میں دہشت گرد تنظیم حزب المجاہدین سے وابستہ تین دہشت گردوں کو بے اثر کر دیا۔,TRUE
3336,"علامہ اقبال اوپن یونیورسٹی اور ٹیلی نار پاکستان نے اسلام آباد میں مفاہمت کی دو یادداشتوں پر دستخط کیے ہیں۔ ایم او یوز کے تحت، اے آئی او یو اور ٹیلی نار اپنے لاکھوں افراد کو ڈیٹا بنڈلز اور ایزی پیسہ کی سہولت فراہم کرنے کے لیے تعاون کریں گے۔",TRUE
3337,دورے پر پاکستان کا جیت کا انتظار جاری ہے۔,TRUE
3338,آل راؤنڈ کپ نے جنوبی افریقہ کے لیے آرام دہ فتح پر مہر ثبت کردی۔ پاکستانی شائقین آئی سی سی کی طرح دھوم مچا رہے ہیں۔,TRUE
3339,پانچویں سب سے زیادہ آبادی والے ملک نے ویکسین مخالف جذبات سے نمٹنے اور اشرافیہ کو سرکاری ویکسین حاصل کرنے کے لیے اپنا اثر و رسوخ استعمال کرنے سے روکنے کے لیے حکمت عملی وضع کی ہے۔,TRUE
3340,"ایک اہلکار نے کہا کہ مہینے کے آغاز سے لاک ڈاؤن کے قوانین کے تحت 'غیر ملکی چھٹیوں پر جانا گھر چھوڑنے کی کوئی معقول وجہ نہیں ہے،' ایک اہلکار نے مزید کہا کہ اس سے 'وائرس پھیلنے کا خطرہ بڑھ جاتا ہے۔",TRUE
3341,"ایک ہم جنس پرست پناہ گزین جس کو خدشہ تھا کہ اگر وہ پاکستان واپس آیا تو اسے قتل کر دیا جائے گا، اس نے اسے ملک بدر کرنے کے ہوم آفس کے فیصلے کو الٹانے کے لیے قانونی جنگ جیت لی ہے۔ اس شخص نے، جسے صرف اے آر کے نام سے جانا جاتا ہے، نے دعویٰ کیا کہ اسے 2004 میں برطانیہ جانے والی پرواز کی ادائیگی کے لیے ایک گردہ بیچنا پڑا۔",TRUE
3342,تمرین برٹس کی ناقابل شکست نصف سنچری اور نظم و ضبط کی باؤلنگ کی بدولت پروٹیز خواتین نے کنگس میڈ میں ابتدائی ٹی ٹوئنٹی میں پاکستان کو شکست دی۔,TRUE
3343,"ایک افغان اہلکار نے جمعے کو بتایا کہ پاکستان سے ایک مفرور عسکریت پسند رہنما جس نے مبینہ طور پر دہشت گردی کی سرگرمیوں کے لیے 30 لاکھ امریکی ڈالر کا انعام لیا تھا، پڑوسی ملک افغانستان میں سڑک کنارے نصب بم سے دو ساتھیوں سمیت ہلاک ہو گیا۔",TRUE
3344,"اگر آپ ان کے ناقدین پر یقین کریں تو احمد ولی کرزئی ایک بدعنوان غنڈہ ہے جس نے طالبان کو پھلنے پھولنے دیا لیکن وہ اچھوت رہے کیونکہ وہ صدر کے بھائی ہیں۔ لیکن، ایک غیر معمولی انٹرویو میں، وہ کم سین گپتا کو بتاتا ہے کہ ان کے ہاتھ صاف ہیں۔",TRUE
3345,"جیسا کہ نیٹو فورسز نے طالبان کے خلاف سب سے بڑے فوجی حملوں میں سے ایک کا آغاز کیا، کم سین گپتا نے پہلی بار دیکھا کہ عسکریت پسندوں کا کس قدر وحشیانہ انداز میں مقابلہ ہوا۔",TRUE
3346,رپورٹ کے مطابق اس کلپ کو نشر کرنے کے بعد اینکر عدنان حیدر اپنی ملازمت سے ہاتھ دھو بیٹھے۔ پورا شو پبلک نیوز سے ہٹا دیا گیا ہے۔ پاکستان کی میڈیا برادری اور صحافی برادری نے سنسر کے حوالے سے تشویش کا اظہار کیا ہے۔,TRUE
3347,وزیر کا کہنا ہے کہ ہزاروں افراد غیر متفقہ فحش مواد شیئر کرنے کے بعد چار افراد کو گرفتار کر لیا گیا۔,TRUE
3348,"وزیراعظم عمران خان نے کہا ہے کہ بلدیاتی انتخابات 2021 میں ہوں گے، عوام کے مسائل ان کی دہلیز پر حل کرنے کے لیے نیا بلدیاتی نظام لایا جائے گا۔ ان خیالات کا اظہار انہوں نے منعقدہ تقریب سے خطاب کرتے ہوئے کیا۔",TRUE
3349,بیٹنگ کوچ نے 100ویں ٹیسٹ سے قبل کپتان کی تعریف کی اور ٹیم کو اپنی قیادت سنبھالنے کا چیلنج دیا,TRUE
3350,بائیڈن کی نئی انتظامیہ اپنے پیشرو اور طالبان کے درمیان یکم مئی کو تمام امریکی فوجیوں کو ملک سے نکالنے کی ڈیڈ لائن پر نظرثانی کر رہی ہے۔,TRUE
3351,سنٹرل پنجاب نے جمعہ کو سندھ کے خلاف 127 رنز کی آسانی سے فتح درج کر کے پاکستان کپ 2021 کے فائنل کے لیے کوالیفائی کر لیا۔ اسٹیٹ بینک آف پاکستان اسپورٹس کمپلیکس میں پہلے سیمی فائنل میں پہلے بیٹنگ کے لیے بھیجے جانے پر سعد نسیم کی ٹیم 9-339 پر کامیاب رہی۔,TRUE
3352,تاریخی وجے چوک پر 26 میوزیکل پرفارمنس نے سامعین کو محظوظ کیا تاکہ یوم جمہوریہ کی تقریبات کو اختتام تک پہنچایا جا سکے۔,TRUE
3353,"پاکستان میں قائم کرایہ پر لینے اور پارسل ڈیلیوری کرنے والی کمپنی کے لیے ایک ممتاز گاڑی کو ڈیٹا کی ایک اہم خلاف ورزی کا سامنا کرنا پڑا ہے جس سے اس کا وسیع صارف ڈیٹا بیس متاثر ہوا ہے۔ سیفٹی ڈیٹیکٹیو سائبرسیکیوریٹی ٹیم، جس کی سربراہی ہیڈ ریسرچر انوراگ سین نے کی، نے اس لچکدار کو دریافت کیا۔",TRUE
3354,پاکستان پیر سے اپنے تمام سفارت خانوں میں مینوئل ویزوں کا اجرا بند کر دے گا۔,TRUE
3355,"چونکہ یہ تیزی سے واضح ہو گیا ہے کہ پیٹریاٹ ایکٹ کی ایک وسیع توسیع جلد ہی منظر عام پر آنے والی ہے جس سے ""دہشت گردی کے خلاف جنگ"" کی دوبارہ وضاحت کرنے کا خطرہ ہے جس میں بنیادی طور پر ہر اس شخص کو شامل کیا جائے گا جو گورننگ نو لبرل ایجنڈے سے متفق نہیں ہے، شاید یہ ایک اچھا وقت ہے۔",TRUE
3356,"پس منظر ہائی بلڈ پریشر صحت عامہ کے لیے ایک اہم تشویش ہے اور عالمی اموات اور بیماری کے لیے خطرے کا سب سے بڑا عنصر ہے۔ اس حالت کے مضمرات کا اندازہ لگانے کے لیے، ہمارا مقصد موجودہ لٹریچر کا جائزہ لینا اور ان عوامل کا مطالعہ کرنا تھا جو اہم ہیں۔",TRUE
3357,"میدان میں کسی بھی لائیو سٹریم کی اجازت نہ ہونے اور والدین کی اجازت نہ ہونے کے ساتھ، ایک مقامی معمولی ہاکی ٹیم کے مینیجر نے سری کا استعمال کرتے ہوئے پلے بائی پلے میں اپنا ہاتھ آزمانے کا فیصلہ کیا۔ نتائج شاید ہی بورنگ تھے۔",TRUE
3358,کپتان بابر اعظم نے اسپن بولرز نعمان علی اور یاسر شاہ کی تعریف کی جنہوں نے پاکستان کو پہلے ٹیسٹ میں جنوبی افریقہ کے خلاف زبردست فتح دلائی۔,TRUE
3359,"اس نعرے کی جڑیں 1922 تک جاتی ہیں، جب ہندوستان میں انگریزوں کے خلاف قوم پرست تحریک چل رہی تھی۔",TRUE
3360,"بھارت دنیا کے سب سے بڑے منشیات بنانے والے ممالک میں سے ایک ہے اور اس نے دنیا بھر کے ممالک کی ایک طویل فہرست تیار کی ہے جو نئی دہلی سے ویکسین حاصل کریں گے، کچھ گرانٹ کے طور پر اور کچھ تجارتی برآمدات کے طور پر۔ 20 جنوری سے بھارت نے ویکسین کی 55 لاکھ سے زیادہ خوراکیں تحفے میں دی ہیں۔ ",TRUE
3361,"اقتصادی سروے میں کہا گیا ہے کہ ملک کو مستقبل میں ہونے والی وبائی امراض کا مؤثر طریقے سے جواب دینے کے لیے، ملک کے صحت کے بنیادی ڈھانچے کو چست ہونے کی ضرورت ہے۔",TRUE
3362,ہندوستان اور بنگلہ دیش کے خارجہ سکریٹریوں نے جمعہ کو مجموعی دو طرفہ تعلقات کا ایک جامع جائزہ لیا اور مارچ میں وزیر اعظم کے ڈھاکہ کے دورے کی تیاریوں پر بات چیت کی۔,TRUE
3363,"کامیڈین کپل شرما نے پاکستان میں کرتارپور جانے کی خواہش کا اظہار کیا ہے۔ کپل نے اپنے مداحوں کے سوالات کے جوابات دینے کے لیے ٹوئٹر پر سوال و جواب کا سیشن کیا۔ ایک پاکستانی مداح کے جواب میں، جس نے ان سے پوچھا کہ کیا ان کے پاکستان آنے کا موقع ہے، کپل نے کہا: ہو سکتا ہے۔",TRUE
3364,"اگرچہ ہندوستان کی کوویڈ ڈپلومیسی جنوبی ایشیا کے خطے میں دیگر حکومتوں کی طرف سے تعریفیں جیت رہی ہے، اس نے نئی دہلی کے سخت حریف، اسلام آباد کی طرف سے تنقید کی ہے، جس نے ہندوستانی حکام سے مطالبہ کیا ہے کہ وہ پہلے جموں میں صحت کی دیکھ بھال کی سہولیات پر توجہ دیں۔",TRUE
3365,بائیڈن انتظامیہ نے جمعرات کو کہا کہ وہ برطانوی-پاکستانی دہشت گرد عمر سعید شیخ کو مقدمہ چلانے کے لیے اپنی تحویل میں لینے کے لیے تیار ہے۔,TRUE
3366,"خالصتان تحریک سے مراد سکھوں کے لیے ایک علیحدہ ملک کا مطالبہ ہے جو شمالی ہندوستانی ریاست پنجاب سے بنا ہوا ہے، جو کہ ہندوستان-پاکستان سرحد پر واقع ہے۔ اس تحریک نے 1980 کی دہائی میں عروج دیکھا اور سخت کارروائی کے بعد 1990 کی دہائی میں تقریباً ختم ہو گئی۔",TRUE
